name,position,overall rating,club,country,defending rating,def_awareness_rating,interceptions,url,comp
Bryan Olivera,CAM,67,Querétaro,Uruguay,35,42,44,https://www.futbin.com/22/player/12306/bryan-olivera,FIFA Men's World Cup
Washington Corozo,ST,67,Pumas,Ecuador,31,32,33,https://www.futbin.com/22/player/12328/washington-corozo,FIFA Men's World Cup
Jeremy Márquez,CM,67,Atlas,Mexico,66,71,65,https://www.futbin.com/22/player/12708/jeremy-marquez,FIFA Men's World Cup
Alexis Doldán,CB,67,Querétaro,Paraguay,67,68,66,https://www.futbin.com/22/player/12750/alexis-doldan,FIFA Men's World Cup
Nicolás Sosa,ST,67,Querétaro,Uruguay,25,21,21,https://www.futbin.com/22/player/12908/nicolas-sosa,FIFA Men's World Cup
Richard Ríos,CDM,67,Mazatlán FC,Colombia,64,65,59,https://www.futbin.com/22/player/21041/richard-rios,FIFA Men's World Cup
Pedro Raul Garay da Silva,ST,67,FC Juárez,Brazil,29,21,21,https://www.futbin.com/22/player/21826/pedro-raul,FIFA Men's World Cup
Franco Pizzichillo,RB,67,Santos Laguna,Uruguay,64,65,65,https://www.futbin.com/22/player/23618/franco-pizzichillo,FIFA Men's World Cup
Ulises Cardona,LM,67,Necaxa,Mexico,54,55,45,https://www.futbin.com/22/player/23752/ulises-cardona,FIFA Men's World Cup
Alejandro Zendejas,CM,67,América,Mexico,40,37,40,https://www.futbin.com/22/player/23942/alejandro-zendejas,FIFA Men's World Cup
Carlos Fierro,LM,67,FC Juárez,Mexico,42,48,40,https://www.futbin.com/22/player/24105/carlos-fierro,FIFA Men's World Cup
Iván Vázquez,GK,66,León,Mexico,16,20,15,https://www.futbin.com/22/player/1226/ivan-vazquez,FIFA Men's World Cup
Oribe Peralta,ST,66,Guadalajara,Mexico,41,35,42,https://www.futbin.com/22/player/1244/oribe-peralta,FIFA Men's World Cup
Flavio Santos,CAM,66,FC Juárez,Mexico,41,46,50,https://www.futbin.com/22/player/1865/flavio-santos,FIFA Men's World Cup
Miguel Jiménez,GK,66,Guadalajara,Mexico,15,15,24,https://www.futbin.com/22/player/2013/miguel-jimenez,FIFA Men's World Cup
Omar Mendoza,LB,66,Querétaro,Mexico,62,58,64,https://www.futbin.com/22/player/2014/omar-mendoza,FIFA Men's World Cup
George Corral,RB,66,Puebla,Mexico,64,65,65,https://www.futbin.com/22/player/2025/george-corral,FIFA Men's World Cup
Diego Rigonato Rodrigues,LB,66,Toluca,Brazil,62,55,59,https://www.futbin.com/22/player/3191/diego-rigonato-rodrigues,FIFA Men's World Cup
David Andrade,LB,66,Santos Laguna,Mexico,63,67,61,https://www.futbin.com/22/player/3662/david-andrade,FIFA Men's World Cup
Rubén González,CDM,66,Necaxa,Mexico,63,62,66,https://www.futbin.com/22/player/4825/ruben-gonzalez,FIFA Men's World Cup
Jordan Silva,CB,66,América,Mexico,68,67,67,https://www.futbin.com/22/player/5991/jordan-silva,FIFA Men's World Cup
Javier Salas,CM,66,Puebla,Mexico,58,55,64,https://www.futbin.com/22/player/6262/javier-salas,FIFA Men's World Cup
Sebastian Saucedo,LM,66,Pumas,United States,42,55,22,https://www.futbin.com/22/player/6744/sebastian-saucedo,FIFA Men's World Cup
Gaddi Aguirre,CB,66,Atlas,Mexico,67,67,64,https://www.futbin.com/22/player/7680/gaddi-aguirre,FIFA Men's World Cup
Tony Figueroa,RM,66,Pachuca,Mexico,25,15,20,https://www.futbin.com/22/player/8869/tony-figueroa,FIFA Men's World Cup
Brian Rubio,ST,66,Mazatlán FC,Mexico,27,23,21,https://www.futbin.com/22/player/9350/brian-rubio,FIFA Men's World Cup
Maximiliano Perg,CB,66,Querétaro,Uruguay,66,64,64,https://www.futbin.com/22/player/9480/maximiliano-perg,FIFA Men's World Cup
Nicolás Díaz,CB,66,Mazatlán FC,Chile,67,65,65,https://www.futbin.com/22/player/9818/nicolas-diaz,FIFA Men's World Cup
Idekel Domínguez,LB,66,Necaxa,Mexico,63,62,63,https://www.futbin.com/22/player/10616/idekel-dominguez,FIFA Men's World Cup
César Huerta,ST,66,Guadalajara,Mexico,37,38,24,https://www.futbin.com/22/player/11024/cesar-huerta,FIFA Men's World Cup
Gabriel Fernández,ST,66,FC Juárez,Uruguay,47,40,60,https://www.futbin.com/22/player/11910/gabriel-fernandez,FIFA Men's World Cup
Kevin Mercado,LM,66,Necaxa,Ecuador,24,23,17,https://www.futbin.com/22/player/23228/kevin-mercado,FIFA Men's World Cup
Tony Figueroa,RM,66,Querétaro,Mexico,25,15,20,https://www.futbin.com/22/player/23767/tony-figueroa,FIFA Men's World Cup
Néstor Vidrio,CB,65,Mazatlán FC,Mexico,66,64,60,https://www.futbin.com/22/player/1956/nestor-vidrio,FIFA Men's World Cup
Erik Vera,LB,65,Querétaro,Mexico,61,65,59,https://www.futbin.com/22/player/2001/erik-vera,FIFA Men's World Cup
Julio González,GK,65,Pumas,Mexico,16,20,16,https://www.futbin.com/22/player/2018/julio-gonzalez,FIFA Men's World Cup
Miguel Angel Sansores,ST,65,Tijuana,Mexico,35,30,34,https://www.futbin.com/22/player/2765/miguel-angel-sansores,FIFA Men's World Cup
Alberto Acosta,LB,65,FC Juárez,Mexico,63,64,65,https://www.futbin.com/22/player/2879/alberto-acosta,FIFA Men's World Cup
Kevin Escamilla,CDM,65,Querétaro,Mexico,58,57,63,https://www.futbin.com/22/player/3579/kevin-escamilla,FIFA Men's World Cup
Gil Burón,RB,65,León,Mexico,61,63,57,https://www.futbin.com/22/player/5262/gil-buron,FIFA Men's World Cup
Lucas Passerini,ST,65,Cruz Azul,Argentina,28,20,19,https://www.futbin.com/22/player/6412/lucas-passerini,FIFA Men's World Cup
Miguel Ortega,GK,65,Tigres,Mexico,12,17,6,https://www.futbin.com/22/player/8920/miguel-ortega,FIFA Men's World Cup
Alberto Ocejo,ST,65,Santos Laguna,Mexico,37,43,26,https://www.futbin.com/22/player/9383/alberto-ocejo,FIFA Men's World Cup
Salvador Reyes,LM,65,América,Mexico,61,63,56,https://www.futbin.com/22/player/9433/salvador-reyes,FIFA Men's World Cup
Edson Gutiérrez,RB,65,Rayados,Mexico,64,67,64,https://www.futbin.com/22/player/10562/edson-gutierrez,FIFA Men's World Cup
Ronaldo Prieto,LB,65,Santos Laguna,Mexico,57,48,59,https://www.futbin.com/22/player/10661/ronaldo-prieto,FIFA Men's World Cup
Israel Reyes,CB,65,Puebla,Mexico,66,65,67,https://www.futbin.com/22/player/12000/israel-reyes,FIFA Men's World Cup
Juan Manuel Sanabria,RM,65,Atlético de San Luis,Uruguay,55,53,58,https://www.futbin.com/22/player/12084/juan-manuel-sanabria,FIFA Men's World Cup
Emanuel Gularte,CB,65,Puebla,Uruguay,64,64,64,https://www.futbin.com/22/player/12441/emanuel-gularte,FIFA Men's World Cup
Víctor Guzmán,CB,65,Tijuana,Mexico,65,63,64,https://www.futbin.com/22/player/12742/victor-guzman,FIFA Men's World Cup
Jesús Piñuelas,CB,65,Atlético de San Luis,Mexico,66,66,63,https://www.futbin.com/22/player/14034/jesus-pinuelas,FIFA Men's World Cup
Higor Matheus Meritão,CDM,65,Pumas,Brazil,64,64,65,https://www.futbin.com/22/player/20836/higor-matheus-meritao,FIFA Men's World Cup
Blas Armoa,RM,65,FC Juárez,Paraguay,23,18,21,https://www.futbin.com/22/player/21678/armoa,FIFA Men's World Cup
Miguel Angel Sansores,ST,65,Mazatlán FC,Mexico,35,30,34,https://www.futbin.com/22/player/23155/miguel-angel-sansores,FIFA Men's World Cup
Jefferson Orejuela,CDM,65,Querétaro,Ecuador,63,64,64,https://www.futbin.com/22/player/23252/jefferson-orejuela,FIFA Men's World Cup
Martín Galvan,ST,64,FC Juárez,Mexico,22,23,23,https://www.futbin.com/22/player/1950/martin-galvan,FIFA Men's World Cup
Fernando Arce,CDM,64,Necaxa,United States,62,61,60,https://www.futbin.com/22/player/5930/fernando-arce,FIFA Men's World Cup
Juan Pablo Meza,RB,64,Querétaro,Mexico,62,63,57,https://www.futbin.com/22/player/5931/juan-pablo-meza,FIFA Men's World Cup
Ronaldo Cisneros,ST,64,Guadalajara,Mexico,29,38,32,https://www.futbin.com/22/player/6438/ronaldo-cisneros,FIFA Men's World Cup
Ian González Nieto,ST,64,Toluca,Spain,34,35,35,https://www.futbin.com/22/player/7381/ian-gonzalez-nieto,FIFA Men's World Cup
José Hernández,GK,64,Atlas,Mexico,17,25,17,https://www.futbin.com/22/player/7632/jose-hernandez,FIFA Men's World Cup
Jordi Cortizo,LM,64,Tijuana,Mexico,44,28,45,https://www.futbin.com/22/player/8717/jordi-cortizo,FIFA Men's World Cup
Diego Barbosa,RB,64,Atlas,Mexico,61,55,67,https://www.futbin.com/22/player/8868/diego-barbosa,FIFA Men's World Cup
Carlos Vargas,CB,64,Mazatlán FC,Mexico,65,64,67,https://www.futbin.com/22/player/9034/carlos-vargas,FIFA Men's World Cup
José de Jesús Godínez,ST,64,Guadalajara,Mexico,30,28,26,https://www.futbin.com/22/player/9327/jose-de-jesus-godinez,FIFA Men's World Cup
Alexis Gutiérrez,CM,64,Cruz Azul,Mexico,54,46,53,https://www.futbin.com/22/player/11134/alexis-gutierrez,FIFA Men's World Cup
Adrián Lozano,ST,64,Atlético de San Luis,Mexico,37,36,36,https://www.futbin.com/22/player/12016/adrian-lozano,FIFA Men's World Cup
Matías García,LM,64,FC Juárez,Argentina,34,38,27,https://www.futbin.com/22/player/12091/matias-garcia,FIFA Men's World Cup
Haret Ortega,CB,64,Toluca,Mexico,64,62,58,https://www.futbin.com/22/player/12110/haret-ortega,FIFA Men's World Cup
Francisco Contreras,CM,64,FC Juárez,Mexico,55,48,58,https://www.futbin.com/22/player/13259/francisco-contreras,FIFA Men's World Cup
Daniel Amador,RM,64,Mazatlán FC,Mexico,33,27,29,https://www.futbin.com/22/player/13914/daniel-amador,FIFA Men's World Cup
Luis Madrigal,ST,64,Querétaro,Mexico,36,35,37,https://www.futbin.com/22/player/17572/luis-madrigal,FIFA Men's World Cup
Héctor Mascorro,LM,64,Atlético de San Luis,Mexico,47,29,43,https://www.futbin.com/22/player/17964/hector-mascorro,FIFA Men's World Cup
Andrés Vombergar,ST,64,Atlético de San Luis,Slovenia,32,32,34,https://www.futbin.com/22/player/19784/andres-vombergar,FIFA Men's World Cup
Fernando Arce,CDM,64,FC Juárez,United States,62,61,60,https://www.futbin.com/22/player/23140/fernando-arce,FIFA Men's World Cup
José de Jesús Godínez,ST,64,Querétaro,Mexico,30,28,26,https://www.futbin.com/22/player/23256/jose-de-jesus-godinez,FIFA Men's World Cup
Jordi Cortizo,LM,64,Puebla,Mexico,44,28,45,https://www.futbin.com/22/player/23281/jordi-cortizo,FIFA Men's World Cup
Lucas Rodríguez,LM,64,Atlas,Uruguay,27,22,30,https://www.futbin.com/22/player/23646/lucas-rodriguez,FIFA Men's World Cup
Manuel Pérez,CM,63,Mazatlán FC,Mexico,36,30,43,https://www.futbin.com/22/player/3346/manuel-perez,FIFA Men's World Cup
Gerardo Moreno,CM,63,Pumas,Mexico,61,60,61,https://www.futbin.com/22/player/4281/gerardo-moreno,FIFA Men's World Cup
Betsiel Hernández,LB,63,Querétaro,Mexico,60,60,60,https://www.futbin.com/22/player/4378/betsiel-hernandez,FIFA Men's World Cup
Carlos Rosel,RM,63,FC Juárez,Mexico,55,50,61,https://www.futbin.com/22/player/6885/carlos-rosel,FIFA Men's World Cup
Alexis Peña,CB,63,Cruz Azul,Mexico,64,65,60,https://www.futbin.com/22/player/7382/alexis-pena,FIFA Men's World Cup
Pablo López,CM,63,Pachuca,Mexico,45,45,35,https://www.futbin.com/22/player/9444/pablo-lopez,FIFA Men's World Cup
Juan Sánchez Purata,CB,63,Tigres,Mexico,62,63,59,https://www.futbin.com/22/player/10590/juan-sanchez-purata,FIFA Men's World Cup
Ozziel Herrera,RW,63,Atlas,Mexico,28,22,18,https://www.futbin.com/22/player/11026/ozziel-herrera,FIFA Men's World Cup
Josué Reyes,CB,63,Cruz Azul,Mexico,67,70,62,https://www.futbin.com/22/player/11133/josue-reyes,FIFA Men's World Cup
Alejandro Gómez,LB,63,Atlas,Mexico,61,57,55,https://www.futbin.com/22/player/11495/alejandro-gomez,FIFA Men's World Cup
Juan Castro,CM,63,Atlético de San Luis,Mexico,60,62,59,https://www.futbin.com/22/player/11611/juan-castro,FIFA Men's World Cup
Ramón Juárez,CB,63,Puebla,Mexico,64,62,59,https://www.futbin.com/22/player/12498/ramon-juarez,FIFA Men's World Cup
Jonathan Díaz,RB,63,Santos Laguna,Mexico,61,55,59,https://www.futbin.com/22/player/12566/jonathan-diaz,FIFA Men's World Cup
Jerónimo Rodríguez,LB,63,Pumas,Mexico,56,61,54,https://www.futbin.com/22/player/12592/jeronimo-rodriguez,FIFA Men's World Cup
Jair Díaz,LB,63,Atlético de San Luis,Mexico,62,61,62,https://www.futbin.com/22/player/18188/jair-diaz,FIFA Men's World Cup
Ramón Juárez,CB,63,Atlético de San Luis,Mexico,64,62,59,https://www.futbin.com/22/player/23286/ramon-juarez,FIFA Men's World Cup
Alexis Peña,CB,63,Necaxa,Mexico,64,65,60,https://www.futbin.com/22/player/23753/alexis-pena,FIFA Men's World Cup
Arturo Ortíz,CB,63,Pumas,Mexico,66,65,66,https://www.futbin.com/22/player/24835/arturo-ortiz,FIFA Men's World Cup
Edgar Hernández,GK,62,Necaxa,Mexico,15,19,14,https://www.futbin.com/22/player/1366/edgar-hernandez,FIFA Men's World Cup
Iván Rodríguez,GK,62,Puebla,Mexico,13,12,15,https://www.futbin.com/22/player/3747/ivan-rodriguez,FIFA Men's World Cup
Bryan Colula,RB,62,Mazatlán FC,Mexico,60,60,61,https://www.futbin.com/22/player/7169/bryan-colula,FIFA Men's World Cup
Oscar Macías,CM,62,FC Juárez,Mexico,52,57,39,https://www.futbin.com/22/player/10044/oscar-macias,FIFA Men's World Cup
Andres Gudiño,GK,62,Cruz Azul,Mexico,10,5,13,https://www.futbin.com/22/player/12190/andres-gudino,FIFA Men's World Cup
Jesús Rivas,RB,62,Pumas,Mexico,62,64,62,https://www.futbin.com/22/player/12709/jesus-rivas,FIFA Men's World Cup
Benny Díaz,GK,62,Tijuana,United States,12,8,15,https://www.futbin.com/22/player/12790/benny-diaz,FIFA Men's World Cup
Emanuel Montejano,ST,62,Pumas,Mexico,25,21,19,https://www.futbin.com/22/player/13344/emanuel-montejano,FIFA Men's World Cup
Eduardo Torres,CM,62,Guadalajara,Mexico,58,57,55,https://www.futbin.com/22/player/13448/eduardo-torres,FIFA Men's World Cup
Lucas Jaques Varone Maia,CB,62,Puebla,Brazil,63,62,65,https://www.futbin.com/22/player/13933/lucas-jaques-varone-maia,FIFA Men's World Cup
Omar Campos,LM,62,Santos Laguna,Mexico,52,58,51,https://www.futbin.com/22/player/14089/omar-campos,FIFA Men's World Cup
Manuel Viniegra,CM,62,Querétaro,Mexico,61,65,55,https://www.futbin.com/22/player/17497/manuel-viniegra,FIFA Men's World Cup
Luis Lozoya,LB,62,Tijuana,Mexico,64,62,64,https://www.futbin.com/22/player/17935/luis-lozoya,FIFA Men's World Cup
Joel García,GK,62,Santos Laguna,Mexico,14,21,9,https://www.futbin.com/22/player/18247/joel-garcia,FIFA Men's World Cup
Diego Rosales,RB,62,Toluca,Mexico,60,62,57,https://www.futbin.com/22/player/18417/diego-rosales,FIFA Men's World Cup
William Mejía,CM,62,Atlético de San Luis,Mexico,49,46,40,https://www.futbin.com/22/player/21019/william-mejia,FIFA Men's World Cup
Adrián Goransch,LB,62,América,Mexico,56,50,57,https://www.futbin.com/22/player/21698/goransch,FIFA Men's World Cup
Guillermo Martínez,ST,61,Puebla,Mexico,33,42,25,https://www.futbin.com/22/player/5708/guillermo-martinez,FIFA Men's World Cup
Efraín Orona,CB,61,Atlético de San Luis,Mexico,60,63,56,https://www.futbin.com/22/player/8911/efrain-orona,FIFA Men's World Cup
Andrés Ávila,LM,61,Santos Laguna,Mexico,53,54,55,https://www.futbin.com/22/player/9429/andres-avila,FIFA Men's World Cup
Edyairth Ortega,CM,61,Atlas,Mexico,55,40,57,https://www.futbin.com/22/player/10217/edyairth-ortega,FIFA Men's World Cup
Antonio López,LB,61,América,Guatemala,56,55,57,https://www.futbin.com/22/player/10685/antonio-lopez,FIFA Men's World Cup
José Alfonso Alvarado,ST,61,Rayados,Mexico,35,40,45,https://www.futbin.com/22/player/10710/jose-alfonso-alvarado,FIFA Men's World Cup
Christopher Trejo,CAM,61,Atlas,Mexico,21,19,14,https://www.futbin.com/22/player/10771/christopher-trejo,FIFA Men's World Cup
Omar Panuco,LM,61,FC Juárez,Mexico,36,37,27,https://www.futbin.com/22/player/12682/omar-panuco,FIFA Men's World Cup
Fidel Ambríz,CM,61,León,Mexico,56,43,65,https://www.futbin.com/22/player/12793/fidel-ambriz,FIFA Men's World Cup
Zahid Muñoz,CM,61,Atlético de San Luis,Mexico,50,50,50,https://www.futbin.com/22/player/13381/zahid-munoz,FIFA Men's World Cup
Brandon Sartiaguin,CB,61,Toluca,Mexico,65,65,68,https://www.futbin.com/22/player/13566/brandon-sartiaguin,FIFA Men's World Cup
Fernando Tapia,GK,61,América,Mexico,15,19,7,https://www.futbin.com/22/player/13726/fernando-tapia,FIFA Men's World Cup
Raúl Damián Torres,CM,61,Querétaro,Mexico,59,65,59,https://www.futbin.com/22/player/18222/raul-damian-torres,FIFA Men's World Cup
Jorge Díaz Price,LM,61,León,Mexico,41,37,19,https://www.futbin.com/22/player/18297/jorge-diaz-price,FIFA Men's World Cup
Kaleth Hernández,RW,61,Rayados,Mexico,42,22,33,https://www.futbin.com/22/player/18441/kaleth-hernandez,FIFA Men's World Cup
Vicente Poggi,CDM,61,Necaxa,Uruguay,60,60,62,https://www.futbin.com/22/player/20796/vicente-poggi,FIFA Men's World Cup
Vladimir Moragrega,ST,61,Atlético de San Luis,Mexico,24,20,19,https://www.futbin.com/22/player/21376/vladimir-moragrega,FIFA Men's World Cup
Pavel Pérez,LM,61,Guadalajara,Mexico,49,48,53,https://www.futbin.com/22/player/21448/pavel-perez,FIFA Men's World Cup
Antonio López,LM,61,Necaxa,Guatemala,56,55,57,https://www.futbin.com/22/player/23755/antonio-lopez,FIFA Men's World Cup
Jorge Díaz Price,LM,61,León,Mexico,41,37,19,https://www.futbin.com/22/player/24622/jorge-diaz-price,FIFA Men's World Cup
Emilio Sánchez,CAM,60,Mazatlán FC,Mexico,39,35,29,https://www.futbin.com/22/player/6278/emilio-sanchez,FIFA Men's World Cup
Roberto Meraz,CM,60,Mazatlán FC,Mexico,62,64,62,https://www.futbin.com/22/player/9432/roberto-meraz,FIFA Men's World Cup
Raúl Sandoval,LB,60,Necaxa,Mexico,56,54,59,https://www.futbin.com/22/player/9921/raul-sandoval,FIFA Men's World Cup
Eric Cantú,CM,60,Atlético de San Luis,Mexico,59,59,56,https://www.futbin.com/22/player/10165/eric-cantu,FIFA Men's World Cup
Iván Moreno,CAM,60,Mazatlán FC,Mexico,45,51,30,https://www.futbin.com/22/player/10252/ivan-moreno,FIFA Men's World Cup
Miguel Tapias,LB,60,Pachuca,Mexico,60,59,54,https://www.futbin.com/22/player/10702/miguel-tapias,FIFA Men's World Cup
Brayton Vázquez,CB,60,Atlas,Mexico,60,59,58,https://www.futbin.com/22/player/11999/brayton-vazquez,FIFA Men's World Cup
Jaiber Jiménez,LB,60,Cruz Azul,Mexico,60,58,58,https://www.futbin.com/22/player/12144/jaiber-jimenez,FIFA Men's World Cup
Maximiliano Araújo,LM,60,Puebla,Uruguay,57,56,66,https://www.futbin.com/22/player/12632/maximiliano-araujo,FIFA Men's World Cup
Jorge Padilla,RB,60,Mazatlán FC,Mexico,59,60,55,https://www.futbin.com/22/player/13206/jorge-padilla,FIFA Men's World Cup
Edgar López,CM,60,Tijuana,Mexico,58,60,61,https://www.futbin.com/22/player/13319/edgar-lopez,FIFA Men's World Cup
Amaury García,CM,60,Pumas,Mexico,39,35,40,https://www.futbin.com/22/player/13343/amaury-garcia,FIFA Men's World Cup
Ángel Zapata,CM,60,Rayados,Mexico,50,52,40,https://www.futbin.com/22/player/13436/angel-zapata,FIFA Men's World Cup
Sergio Flores,CM,60,Guadalajara,Mexico,56,52,55,https://www.futbin.com/22/player/14024/sergio-flores,FIFA Men's World Cup
Joe Gallardo,LM,60,Querétaro,United States,29,34,17,https://www.futbin.com/22/player/14036/joe-gallardo,FIFA Men's World Cup
Diego Chávez,ST,60,Toluca,Mexico,48,33,59,https://www.futbin.com/22/player/17956/diego-chavez,FIFA Men's World Cup
José Rivaldo Lozano,RB,60,Atlético de San Luis,Mexico,58,58,55,https://www.futbin.com/22/player/18520/jose-rivaldo-lozano,FIFA Men's World Cup
Luis Arcadio García,ST,60,Necaxa,Mexico,35,38,33,https://www.futbin.com/22/player/19522/luis-arcadio-garcia,FIFA Men's World Cup
Sergio Villarreal,RB,60,Rayados,Mexico,57,60,53,https://www.futbin.com/22/player/19757/sergio-villarreal,FIFA Men's World Cup
José Guadalupe Hernández,LM,60,Atlético de San Luis,Mexico,42,42,24,https://www.futbin.com/22/player/19766/hernandez,FIFA Men's World Cup
Marco García,CM,60,Pumas,Mexico,45,38,43,https://www.futbin.com/22/player/19998/marco-garcia,FIFA Men's World Cup
Deivoon Magaña,RB,60,Guadalajara,Mexico,56,58,54,https://www.futbin.com/22/player/21407/deivoon-magana,FIFA Men's World Cup
Alejandro Organista,CM,60,Guadalajara,Mexico,48,48,45,https://www.futbin.com/22/player/21409/alejandro-organista,FIFA Men's World Cup
Emilio Sánchez,CAM,60,Mazatlán FC,Mexico,39,35,29,https://www.futbin.com/22/player/21880/emilio-sanchez,FIFA Men's World Cup
Eric Cantú,CM,60,Atlético de San Luis,Mexico,59,59,56,https://www.futbin.com/22/player/22329/eric-cantu,FIFA Men's World Cup
Luis Arcadio García,ST,60,Necaxa,Mexico,35,38,33,https://www.futbin.com/22/player/22886/luis-arcadio-garcia,FIFA Men's World Cup
Raúl Sandoval,LB,60,Mazatlán FC,Mexico,56,54,59,https://www.futbin.com/22/player/23160/raul-sandoval,FIFA Men's World Cup
Miguel Tapias,LB,60,Pachuca,Mexico,60,59,54,https://www.futbin.com/22/player/23634/miguel-tapias,FIFA Men's World Cup
Maximiliano Araújo,LM,60,Puebla,Uruguay,57,56,66,https://www.futbin.com/22/player/25992/maximiliano-araujo,FIFA Men's World Cup
Roberto Meraz,CM,60,Mazatlán FC,Mexico,62,64,62,https://www.futbin.com/22/player/26020/roberto-meraz,FIFA Men's World Cup
Ángel Zapata,CM,60,Rayados,Mexico,50,52,40,https://www.futbin.com/22/player/26161/angel-zapata,FIFA Men's World Cup
Jaiber Jiménez,LB,60,Cruz Azul,Mexico,60,58,58,https://www.futbin.com/22/player/26165/jaiber-jimenez,FIFA Men's World Cup
